Scaling parameters by 0.62 to account for a batch size of 5.
Per-GPU batch size is less than the recommended limit for batch norm. Disabling batch norm.
loading annotations into memory...
Done (t=10.04s)
creating index...
index created!
loading annotations into memory...
Done (t=1.21s)
creating index...
index created!
Resuming training, loading weights/yolact_im700_54_800000.pth...
Ignoring "Error(s) in loading state_dict for Yolact:
	size mismatch for prediction_layers.0.conf_layer.weight: copying a param with shape torch.Size([243, 256, 3, 3]) from checkpoint, the shape in current model is torch.Size([6, 256, 3, 3]).
	size mismatch for prediction_layers.0.conf_layer.bias: copying a param with shape torch.Size([243]) from checkpoint, the shape in current model is torch.Size([6]).
	size mismatch for semantic_seg_conv.weight: copying a param with shape torch.Size([80, 256, 1, 1]) from checkpoint, the shape in current model is torch.Size([1, 256, 1, 1]).
	size mismatch for semantic_seg_conv.bias: copying a param with shape torch.Size([80]) from checkpoint, the shape in current model is torch.Size([1])."
Begin training!

[  0]    1320 || B: 0.562 | C: 0.867 | M: 0.402 | S: 0.025 | T: 1.856 || ETA: 5 days, 1:21:04 || timer: 0.301
[  0]    1330 || B: 0.571 | C: 0.859 | M: 0.399 | S: 0.024 | T: 1.854 || ETA: 5 days, 1:21:11 || timer: 0.305
[  0]    1340 || B: 0.572 | C: 0.888 | M: 0.388 | S: 0.024 | T: 1.872 || ETA: 5 days, 1:21:05 || timer: 0.303
[  0]    1350 || B: 0.602 | C: 0.923 | M: 0.421 | S: 0.034 | T: 1.980 || ETA: 5 days, 1:21:31 || timer: 0.307
[  0]    1360 || B: 0.620 | C: 0.950 | M: 0.441 | S: 0.039 | T: 2.049 || ETA: 5 days, 1:22:18 || timer: 0.302
[  0]    1370 || B: 0.621 | C: 0.908 | M: 0.445 | S: 0.041 | T: 2.014 || ETA: 5 days, 1:22:35 || timer: 0.308
[  0]    1380 || B: 0.636 | C: 0.892 | M: 0.497 | S: 0.044 | T: 2.069 || ETA: 5 days, 1:22:23 || timer: 0.307
[  0]    1390 || B: 0.624 | C: 0.903 | M: 0.504 | S: 0.047 | T: 2.078 || ETA: 5 days, 1:22:21 || timer: 0.303
[  0]    1400 || B: 0.658 | C: 0.923 | M: 0.526 | S: 0.052 | T: 2.158 || ETA: 5 days, 1:22:15 || timer: 0.303
[  0]    1410 || B: 0.662 | C: 0.925 | M: 0.535 | S: 0.053 | T: 2.175 || ETA: 5 days, 1:22:19 || timer: 0.306
[  0]    1420 || B: 0.680 | C: 0.961 | M: 0.542 | S: 0.054 | T: 2.238 || ETA: 5 days, 1:21:49 || timer: 0.304
[  0]    1430 || B: 0.697 | C: 0.979 | M: 0.550 | S: 0.056 | T: 2.282 || ETA: 5 days, 1:21:30 || timer: 0.305
[  0]    1440 || B: 0.704 | C: 0.952 | M: 0.547 | S: 0.057 | T: 2.259 || ETA: 5 days, 1:21:28 || timer: 0.307
[  0]    1450 || B: 0.691 | C: 0.937 | M: 0.529 | S: 0.047 | T: 2.204 || ETA: 5 days, 1:21:08 || timer: 0.303
[  0]    1460 || B: 0.690 | C: 0.898 | M: 0.511 | S: 0.044 | T: 2.142 || ETA: 5 days, 1:20:39 || timer: 0.305
[  0]    1470 || B: 0.705 | C: 0.928 | M: 0.507 | S: 0.044 | T: 2.184 || ETA: 5 days, 1:20:43 || timer: 0.309
